saps,fecha,servicio,turno,consulta_cantidad,rango_etario,sexo,detalle
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,1.0,1 - 4 AÑOS,F,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,2.0,1 - 4 AÑOS,M,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,F,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,7.0,5 - 14 AÑOS,M,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,4.0,20 - 39 AÑOS,F,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,M,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,3.0,40 - 69 AÑOS,F,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,1.0,>= 70 AÑOS,M,URGENCIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,EXTRACCION DENTARIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,4.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,3.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
DR. FLIER,2020-10-01,ODONTOLOGIA,TARDE,4.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,8.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,URGENCIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,F,URGENCIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,13.0,5 - 14 AÑOS,M,URGENCIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,URGENCIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,URGENCIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,14.0,20 - 39 AÑOS,F,URGENCIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,URGENCIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,F,URGENCIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,M,URGENCIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,2.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,2.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,9.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,5.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
DR. PIRCHI,2020-10-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,3.0,20 - 39 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,5 - 14 AÑOS,M,URGENCIA
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,15 - 19 AÑOS,M,URGENCIA
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,2.0,20 - 39 AÑOS,F,URGENCIA
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,20 - 39 AÑOS,M,URGENCIA
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,2.0,40 - 69 AÑOS,F,URGENCIA
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,5 - 14 AÑOS,M,DERIVACION
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,3.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,20 - 39 AÑOS,F,INACTIVACION DE CARIES
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,6.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,2.0,5 - 14 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,2.0,5 - 14 AÑOS,F,SELLANTES DE PUNTos FISURAS
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,7.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,2.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,4.0,5 - 14 AÑOS,F,EXTRACCION DENTARIA
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,2.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
GÜEMES,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,20 - 39 AÑOS,F,RADIOGRAFIA PERIAPICAL
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,3.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,6.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,5.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,>= 70 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,URGENCIA
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,URGENCIA
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,URGENCIA
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,M,TARTREC Y CEPILLADO MECAniCO
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,RADIOGRAFIA PERIAPICAL
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,RADIOGRAFIA PERIAPICAL
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,F,RADIOGRAFIA PERIAPICAL
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,>= 70 AÑOS,F,RADIOGRAFIA PERIAPICAL
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
VILLA GARCIA,2020-10-01,ODONTOLOGIA,MANANA,1.0,>= 70 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,6.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,5.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,6.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,4.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,3.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,2.0,1 - 4 AÑOS,M,URGENCIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,9.0,5 - 14 AÑOS,F,URGENCIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,M,URGENCIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,F,URGENCIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,M,URGENCIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,8.0,20 - 39 AÑOS,F,URGENCIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,5.0,20 - 39 AÑOS,M,URGENCIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,4.0,40 - 69 AÑOS,F,URGENCIA
ESPERANZA,2020-10-01,ODONTOLOGIA,TARDE,7.0,40 - 69 AÑOS,M,URGENCIA
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,3.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,8.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,5.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,3.0,1 - 4 AÑOS,F,URGENCIA
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,URGENCIA
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,URGENCIA
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,URGENCIA
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,5.0,20 - 39 AÑOS,F,URGENCIA
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,URGENCIA
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,URGENCIA
PRIMERA JUNTA,2020-10-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,M,URGENCIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,5.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,5 - 14 AÑOS,M,URGENCIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,15 - 19 AÑOS,F,URGENCIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,15 - 19 AÑOS,M,URGENCIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,6.0,20 - 39 AÑOS,F,URGENCIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,20 - 39 AÑOS,M,URGENCIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,40 - 69 AÑOS,F,URGENCIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,5.0,40 - 69 AÑOS,M,URGENCIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,3.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2020-10-01,ODONTOLOGIA,MANANA/TARDE,1.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,URGENCIA
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,URGENCIA
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,URGENCIA
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,F,URGENCIA
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,6.0,20 - 39 AÑOS,M,URGENCIA
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,URGENCIA
DR. KORIMBLUM,2020-10-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,URGENCIA
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,URGENCIA
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,M,URGENCIA
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,URGENCIA
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,6.0,20 - 39 AÑOS,F,URGENCIA
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,URGENCIA
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,TALLER DE PROMOCION Y PREVENCION
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,4.0,15 - 19 AÑOS,F,TALLER DE PROMOCION Y PREVENCION
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,TALLER DE PROMOCION Y PREVENCION
DR. PEDRO BLUGERMAN,2020-10-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. MANUEL CASSUSO,2020-10-01,ODONTOLOGIA,TARDE,3.0,15 - 19 AÑOS,F,URGENCIA
DR. MANUEL CASSUSO,2020-10-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,URGENCIA
DR. MANUEL CASSUSO,2020-10-01,ODONTOLOGIA,TARDE,9.0,20 - 39 AÑOS,F,URGENCIA
DR. MANUEL CASSUSO,2020-10-01,ODONTOLOGIA,TARDE,6.0,20 - 39 AÑOS,M,URGENCIA
DR. MANUEL CASSUSO,2020-10-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,M,URGENCIA
DR. MANUEL CASSUSO,2020-10-01,ODONTOLOGIA,TARDE,4.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. MANUEL CASSUSO,2020-10-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. MANUEL CASSUSO,2020-10-01,ODONTOLOGIA,TARDE,8.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. MANUEL CASSUSO,2020-10-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2020-10-01,ODONTOLOGIA,MANANA,4.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2020-10-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2020-10-01,ODONTOLOGIA,MANANA,5.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2020-10-10,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2020-10-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2020-10-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2020-10-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2020-10-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ALBERTO LIFSCHITZ,2020-10-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,3.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,M,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,4.0,20 - 39 AÑOS,F,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,5.0,20 - 39 AÑOS,M,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,4.0,40 - 69 AÑOS,F,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,4.0,40 - 69 AÑOS,M,URGENCIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,TARTREC Y CEPILLADO MECAniCO
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2020-11-01,ODONTOLOGIA,MANANA,1.0,>= 70 AÑOS,F,EXTRACCION DENTARIA
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1.0,< 1 AÑO,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,6.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. SUSSINI,2020-11-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
